alpha,modularity,ARI,NMI,avg_bias_intra,num_communities
0.0,0.43990064615390834,0.8930232297879473,0.819684832653248,0.1388621227319052,2
0.2,0.43992244720672835,0.8993116041860031,0.8285909282283762,0.13792844975453178,2
0.4,0.43992244720672835,0.8993116041860031,0.8285909282283762,0.13792844975453178,2
0.6,0.4398846509524194,0.8978006536320454,0.8270645483468412,0.13799475156184338,2
0.8,0.43989882979941075,0.9005720269335278,0.8306365401616691,0.13771821844949644,2
1.0,0.4038850314077934,0.8313166074524011,0.7755787572895811,0.13254796803032312,2
